"RESPONDED_SURVEY","RESIDENT","EVAL_MAJOR","COLLEGE_CODE1","COLLEGE_NAME1","MAJOR_CODE1","COLLEGE_CODE2","COLLEGE_NAME2","MAJOR_CODE2","SP16_ENRL_HRS_AT_CENSUS","SP16_TERM_UI_GRADED._HRS","SP16_TERM_UI_TOTAL_HOURS","ACT","ACTE","ACTM","ACTR","ACTS","AGE","DECLINETOSTATE","ETHNICITY_LOC","GENDER","HSRANK","Semester.Hours","TERM1","TOTAL_UNITS","WHITE","HS_PERCENTILE_RANK","IS_PARENT_HIGHER_ED_GRAD","TFC_LEVEL","TFC_LEVEL_GRAD","TFC_MOD_ASSIGN2015","TFC_INVITED_PREVIOUS","TFC_NONRESIDENT","TFC_STATUS","TFC_YEAR"
"N","N","Y","E","College of Engineering","MECH_ENGR",NA,NA,NA,22,22,22,NA,NA,NA,NA,NA,23,NA,"Nonresident Alien","M",NA,117,2,119,NA,NA,NA,"(3,4]","(3,4]","[3,3]","(0,1]","[1,1]","[1,1]","(2011,2012]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","PSYCH","A","College of Liberal Arts and Sciences","PRE_LAW",14,14,14,32,30,30,33,34,20,NA,"Asian","F",NA,50,2,65,NA,NA,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ENGL",NA,NA,NA,16,16,16,28,27,25,34,27,20,NA,"White, not of Hispanic or Latino(a) origin","F",86,42,2,70,"Y",86,"N","(2,3]","(2,3]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","R","University College","BAS",NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,42,NA,"White, not of Hispanic or Latino(a) origin","M",NA,3,2,66,"Y",NA,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"(1,2]","(2014,2015]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","PSYCH",NA,NA,NA,18,NA,NA,28,28,23,33,29,22,NA,"White, not of Hispanic or Latino(a) origin","F",NA,73,2,103,"Y",NA,"N","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2009,2010]"
"N","N","Y","A","College of Liberal Arts and Sciences","BIOLOGY","A","College of Liberal Arts and Sciences","AFR_AM",14,14,14,29,28,27,31,28,18,NA,"African American or Black","F",NA,13,2,43,NA,NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","COMP_SCI",NA,NA,NA,12,5,5,NA,NA,NA,NA,NA,35,NA,"White, not of Hispanic or Latino(a) origin","M",NA,34,2,63,"Y",NA,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"(2,9]","(1998,1999]"
"N","N","Y","A","College of Liberal Arts and Sciences","PSYCH","A","College of Liberal Arts and Sciences","SPEECH_HEAR_SCI",15,15,15,23,22,24,23,21,19,NA,"White, not of Hispanic or Latino(a) origin","F",80,45,2,56,"Y",80,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","SPORT_REC_MGMT",NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,22,NA,"White, not of Hispanic or Latino(a) origin","M",NA,29,4,86,"Y",NA,"N","(2,3]","(2,3]","(3,5]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ENTERPRISE_LEADERSHIP",NA,NA,NA,7,3,NA,24,23,23,24,24,20,NA,"Hispanic or Latino(a)","F",NA,21,2,44,NA,NA,"Y","(1,2]","(1,2]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,14,14,14,24,23,26,23,25,19,NA,"White, not of Hispanic or Latino(a) origin","M",55,14,2,16,"Y",55,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","N","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,14,10,13,NA,NA,NA,NA,NA,23,NA,"White, not of Hispanic or Latino(a) origin","M",NA,NA,4,28,"Y",NA,NA,"[1,1]","[1,1]","(3,5]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","N","Y","E","College of Engineering","BIOMED_ENGR",NA,NA,NA,14,10,11,25,24,28,23,25,20,NA,"White, not of Hispanic or Latino(a) origin","M",NA,37,2,48,"Y",NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","B","Tippie College of Business","FINANCE",NA,NA,NA,12,12,12,NA,NA,NA,NA,NA,23,NA,"White, not of Hispanic or Latino(a) origin","M",61,66,2,116,"Y",61,"Y","(3,4]","(4,5]","(3,5]","(0,1]",NA,"(1,2]","(2012,2013]"
"N","Y","Y","E","College of Engineering","BIOMED_ENGR","A","College of Liberal Arts and Sciences","PRE_MED",13,13,13,29,27,28,30,31,22,NA,"White, not of Hispanic or Latino(a) origin","M",99,103,2,132,"Y",99,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","POL_SCI",NA,NA,NA,14,14,NA,25,24,28,23,26,20,NA,"White, not of Hispanic or Latino(a) origin","M",NA,8,2,4,"Y",NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS","A","College of Liberal Arts and Sciences","PHAR_INT",15,14,15,30,35,27,30,27,21,NA,"White, not of Hispanic or Latino(a) origin","F",80,75,2,97,"Y",80,"N","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS",NA,NA,NA,15,12,15,24,23,25,25,24,21,NA,"White, not of Hispanic or Latino(a) origin","F",86,86,2,106,"Y",86,"N","(3,4]","(4,5]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"Y","Y","Y","M","Carver College of Medicine","RAD_SCI",NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,25,NA,"White, not of Hispanic or Latino(a) origin","F",94,43,2,163,"Y",94,"N","(3,4]","(3,4]","(3,5]","(0,1]",NA,"(1,2]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ENGL",NA,NA,NA,16,14,16,24,23,27,20,24,22,NA,"White, not of Hispanic or Latino(a) origin","M",76,98,2,104,"Y",76,"Y","(3,4]","(4,5]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","Y","M","Carver College of Medicine","NUCL_MED_TECH",NA,NA,NA,14,14,14,25,20,27,24,30,26,NA,"White, not of Hispanic or Latino(a) origin","M",NA,14,1,168.6,"Y",NA,"N","(3,4]","(3,4]","[3,3]","[0,0]",NA,"(1,2]","(2010,2011]"
"Y","Y","N","A","College of Liberal Arts and Sciences","ELEM_EDUC_INT_CLAS",NA,NA,NA,13,12,13,23,18,24,25,26,19,NA,"White, not of Hispanic or Latino(a) origin","F",80,12,2,50,"Y",80,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","ENVIR_SCI",NA,NA,NA,15,14,15,27,28,26,25,27,20,NA,"White, not of Hispanic or Latino(a) origin","F",NA,69,2,73,"Y",NA,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","MATH",NA,NA,NA,15,3,15,NA,NA,NA,NA,NA,48,NA,"White, not of Hispanic or Latino(a) origin","M",NA,77,2,268,"Y",NA,"N","(3,4]","(4,5]","[3,3]","(0,1]",NA,"(1,2]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","PRE_PHYS_THER",14,14,14,30,30,32,32,26,19,NA,"Hispanic or Latino(a)","M",83,12,2,45,NA,83,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ENV_PLAN_PLCY","A","College of Liberal Arts and Sciences","GERMAN",17,17,17,24,25,24,23,24,19,NA,"White, not of Hispanic or Latino(a) origin","M",NA,49,2,79,"Y",NA,"Y","(2,3]","(2,3]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","BIOLOGY","A","College of Liberal Arts and Sciences","PRE_MED",14,14,14,30,32,28,33,28,19,NA,"White, not of Hispanic or Latino(a) origin","M",95,15,2,32,"Y",95,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","Y","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,28,NA,"White, not of Hispanic or Latino(a) origin","F",NA,3,2,63,"Y",NA,"N","(2,3]","(2,3]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"Y","N","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS",NA,NA,NA,14,14,14,25,25,26,23,25,19,NA,"White, not of Hispanic or Latino(a) origin","F",89,14,2,16,"Y",89,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","CINEMA",NA,NA,NA,14,14,14,NA,NA,NA,NA,NA,18,NA,"Nonresident Alien","F",NA,14,2,16,NA,NA,NA,"[1,1]","[1,1]","[3,3]","[0,0]","[1,1]","[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","BIOLOGY","A","College of Liberal Arts and Sciences","PRE_MED",17,13,13,30,30,29,32,27,19,NA,"White, not of Hispanic or Latino(a) origin","F",NA,48,2,59,"Y",NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","N","Y","A","College of Liberal Arts and Sciences","BIOCHEM",NA,NA,NA,13,13,4,NA,NA,NA,NA,NA,21,NA,"Nonresident Alien","F",NA,60,4,52,NA,NA,NA,"(1,2]","(1,2]","[3,3]","(0,1]","[1,1]","[1,1]","(2012,2013]"
"N","N","Y","M","Carver College of Medicine","NUCL_MED_TECH",NA,NA,NA,14,14,14,NA,NA,NA,NA,NA,24,NA,"Nonresident Alien","F",NA,70,1,118,NA,NA,NA,"(3,4]","(3,4]","[3,3]","(0,1]","[1,1]","(2,9]","(2011,2012]"
"N","N","Y","B","Tippie College of Business","ACTG","B","Tippie College of Business","BUSN_ANALYTICS_INFO_SYS",12,12,12,NA,NA,NA,NA,NA,24,NA,"Nonresident Alien","F",NA,104,2,147,NA,NA,NA,"(3,4]","(4,5]","[3,3]","(0,1]","[1,1]","(1,2]","(2011,2012]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,15,15,15,24,25,20,27,22,19,NA,"White, not of Hispanic or Latino(a) origin","F",NA,14,2,22,"Y",NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","COMM",NA,NA,NA,15,15,15,23,26,24,21,22,22,NA,"White, not of Hispanic or Latino(a) origin","F",75,94,2,105,"Y",75,"Y","(3,4]","(4,5]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","JRNL_MC",NA,NA,NA,13,12,13,26,29,24,28,23,21,NA,"White, not of Hispanic or Latino(a) origin","F",84,64,2,81,"Y",84,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"Y","N","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","PRE_MED",12,12,12,26,25,26,29,24,21,NA,"Hispanic or Latino(a)","F",97,87,2,108,NA,97,"N","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"Y","N","Y","A","College of Liberal Arts and Sciences","ECON","A","College of Liberal Arts and Sciences","GEOG",15,15,15,31,28,30,33,34,18,NA,"White, not of Hispanic or Latino(a) origin","M",67,13,2,49,"Y",67,"N","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS",NA,NA,NA,12,12,12,24,24,24,19,27,23,NA,"White, not of Hispanic or Latino(a) origin","M",37,52,2,108,"Y",37,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"(1,2]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","INTERNATL_RELATIONS",NA,NA,NA,6,6,6,21,22,26,15,20,23,NA,"Nonresident Alien","F",NA,111,2,117,NA,NA,NA,"(3,4]","(4,5]","[3,3]","(0,1]","[1,1]","[1,1]","(2011,2012]"
"N","N","Y","B","Tippie College of Business","FINANCE",NA,NA,NA,14,12,14,19,15,25,16,21,22,NA,"Nonresident Alien","F",NA,57,4,98,NA,NA,NA,"(3,4]","(3,4]","(3,5]","(0,1]","[1,1]","[1,1]","(2012,2013]"
"Y","Y","Y","N","College of Nursing","NURS",NA,NA,NA,13,13,13,29,31,27,32,24,19,NA,"White, not of Hispanic or Latino(a) origin","F",99,11,2,50,"Y",99,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","B","Tippie College of Business","MGMT",NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,21,NA,"White, not of Hispanic or Latino(a) origin","M",NA,32,4,82.5,"Y",NA,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","N","Y","B","Tippie College of Business","BUSN_ANALYTICS_INFO_SYS",NA,NA,NA,18,18,18,21,19,27,16,21,22,NA,"Nonresident Alien","F",NA,84,2,124,NA,NA,NA,"(3,4]","(3,4]","(3,5]","(0,1]","[1,1]","[1,1]","(2012,2013]"
"N","N","Y","B","Tippie College of Business","ACTG","B","Tippie College of Business","FINANCE",16,14,16,27,25,28,26,29,22,NA,"White, not of Hispanic or Latino(a) origin","M",NA,122,2,134,"Y",NA,NA,"(3,4]","(4,5]","[3,3]","(0,1]",NA,"[1,1]","(2010,2011]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,16,12,12,NA,NA,NA,NA,NA,19,NA,"Nonresident Alien","F",NA,16,2,17,NA,NA,NA,"[1,1]","[1,1]","(3,5]","[0,0]","[1,1]","[1,1]","(2014,2015]"
"N","N","Y","B","Tippie College of Business","MKTG",NA,NA,NA,15,12,15,29,34,25,34,24,20,NA,"White, not of Hispanic or Latino(a) origin","M",72,69,2,85,"Y",72,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,16,16,16,20,23,21,15,19,20,NA,"African American or Black","M",43,33,2,44,NA,43,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","INTD_STDS",NA,NA,NA,13,7,7,32,29,36,31,32,21,NA,"White, not of Hispanic or Latino(a) origin","M",93,69,2,108,"Y",93,"N","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","ART_HIST","A","College of Liberal Arts and Sciences","HIST",16,13,14,NA,NA,NA,NA,NA,22,NA,"Nonresident Alien","M",NA,57,2,66,NA,NA,NA,"(2,3]","(2,3]","(3,5]","(0,1]","[1,1]","[1,1]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","PSYCH","A","College of Liberal Arts and Sciences","THEATRE_ARTS",15,15,15,30,33,30,31,26,23,NA,"White, not of Hispanic or Latino(a) origin","M",87,102,2,156,"Y",87,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"(1,2]","(2011,2012]"
"N","Y","Y","N","College of Nursing","NURS",NA,NA,NA,13,9,13,30,31,27,33,28,22,NA,"White, not of Hispanic or Latino(a) origin","M",98,97,4,126,"Y",98,"N","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2007,2008]"
"N","Y","Y","A","College of Liberal Arts and Sciences","JRNL_MC",NA,NA,NA,15,15,15,20,21,19,22,19,19,NA,"White, not of Hispanic or Latino(a) origin","F",70,44,2,59,"Y",70,"N","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","PSYCH",NA,NA,NA,16,16,16,28,32,26,27,26,18,NA,"White, not of Hispanic or Latino(a) origin","F",81,13,2,22,"Y",81,"N","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","N","Y","A","College of Liberal Arts and Sciences","BIOCHEM","A","College of Liberal Arts and Sciences","PRE_MED",16,16,16,27,26,26,30,25,19,NA,"White, not of Hispanic or Latino(a) origin","F",84,15,2,21,"Y",84,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","BIOCHEM",NA,NA,NA,16,14,16,25,23,28,21,28,22,NA,"White, not of Hispanic or Latino(a) origin","M",NA,NA,4,83.5,"Y",NA,"Y","(2,3]","(2,3]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","STAT","A","College of Liberal Arts and Sciences","ACTS_INT",13,13,13,NA,NA,NA,NA,NA,21,NA,"Nonresident Alien","M",NA,39,2,64,NA,NA,NA,"(2,3]","(2,3]","(3,5]","[0,0]","[1,1]","(1,2]","(2013,2014]"
"Y","N","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS",NA,NA,NA,18,17,18,NA,NA,NA,NA,NA,21,NA,"Nonresident Alien","F",NA,86,2,94,NA,NA,NA,"(3,4]","(3,4]","(3,5]","(0,1]","[1,1]","[1,1]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","PSYCH","A","College of Liberal Arts and Sciences","SOC_WK_INT",18,16,18,NA,NA,NA,NA,NA,21,NA,"White, not of Hispanic or Latino(a) origin","M",NA,13,1,80,"Y",NA,"N","(2,3]","(2,3]","(3,5]","[0,0]",NA,"(1,2]","(2009,2010]"
"N","Y","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","PRE_PHYS_ASST",12,12,12,22,23,21,22,23,19,NA,"White, not of Hispanic or Latino(a) origin","F",71,41,2,56,"Y",71,"N","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","N","A","College of Liberal Arts and Sciences","NURS_INT",NA,NA,NA,16,13,13,32,28,29,33,36,20,NA,"White, not of Hispanic or Latino(a) origin","F",91,40,2,90,"Y",91,"Y","(3,4]","(3,4]","(3,5]","[0,0]",NA,"[1,1]","(2010,2011]"
"N","N","Y","B","Tippie College of Business","BUSN_DIR_ADM",NA,NA,NA,15,15,15,23,20,24,27,21,19,NA,"White, not of Hispanic or Latino(a) origin","F",NA,42,2,59,"Y",NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ART",NA,NA,NA,16,14,16,25,21,22,29,27,20,NA,"White, not of Hispanic or Latino(a) origin","M",70,44,2,57,"Y",70,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","INTD_STDS",NA,NA,NA,6,6,6,27,24,30,25,29,23,NA,"White, not of Hispanic or Latino(a) origin","F",64,105,2,114,"Y",64,NA,"(3,4]","(4,5]","(3,5]","(0,1]",NA,"[1,1]","(2010,2011]"
"N","Y","Y","A","College of Liberal Arts and Sciences","BIOLOGY","A","College of Liberal Arts and Sciences","PRE_MED",14,14,14,33,31,34,31,34,21,NA,"Asian","F",84,75,2,92,NA,84,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","R","University College","BLS",NA,NA,NA,12,9,9,NA,NA,NA,NA,NA,25,NA,"White, not of Hispanic or Latino(a) origin","M",NA,6,2,115,"Y",NA,NA,"(3,4]","(3,4]","(3,5]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","ECON",NA,NA,NA,12,12,NA,24,21,34,18,24,21,NA,"Nonresident Alien","M",NA,82,2,99,NA,NA,NA,"(3,4]","(3,4]","(3,5]","(0,1]","[1,1]","[1,1]","(2011,2012]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","SPAN",NA,NA,NA,13,13,13,31,31,28,33,30,21,NA,"White, not of Hispanic or Latino(a) origin","F",99,70,2,85,"Y",99,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","SOCIOL",NA,NA,NA,16,16,16,27,25,30,23,29,19,NA,"White, not of Hispanic or Latino(a) origin","F",NA,46,2,53,"Y",NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS","A","College of Liberal Arts and Sciences","PRE_MED",15,NA,NA,23,21,24,23,22,20,NA,"African American or Black","M",68,48,2,48,NA,68,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","RUSSIAN",NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,25,NA,"White, not of Hispanic or Latino(a) origin","F",NA,40,1,170.5,"Y",NA,"N","(3,4]","(4,5]","(3,5]","(0,1]",NA,"(1,2]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","SPORT_REC_MGMT",NA,NA,NA,14,10,14,21,20,20,21,22,19,NA,"African American or Black","M",18,19,1,15,NA,18,"N","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,14,10,11,20,20,23,17,21,20,NA,"White, not of Hispanic or Latino(a) origin","M",48,35,2,61,"Y",48,"N","(2,3]","(2,3]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SOC_WK","A","College of Liberal Arts and Sciences","THERAPEUTIC_REC : SP_THER_REC_CHILD_LIFE",18,17,18,NA,NA,NA,NA,NA,22,NA,"White, not of Hispanic or Latino(a) origin","F",94,68,2,112,"Y",94,"Y","(3,4]","(4,5]","(3,5]","(0,1]",NA,"(1,2]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","PSYCH","A","College of Liberal Arts and Sciences","SEC_EDUC_INT",9,9,9,26,26,27,27,24,22,NA,"Hispanic or Latino(a)","M",97,95,2,109,NA,97,"N","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","COMP_SCI",NA,NA,NA,17,17,17,NA,NA,NA,NA,NA,20,NA,"Nonresident Alien","M",NA,16,2,17,NA,NA,NA,"[1,1]","[1,1]","[3,3]","[0,0]","[1,1]","[1,1]","(2014,2015]"
"N","Y","Y","R","University College","BLS",NA,NA,NA,8,8,8,NA,NA,NA,NA,NA,52,"Y","Race and Ethnicity unknown","F",NA,69,2,79,NA,NA,NA,"(2,3]","(2,3]","(3,5]","[0,0]",NA,"(2,9]","(1980,1981]"
"N","Y","Y","A","College of Liberal Arts and Sciences","CHEM",NA,NA,NA,14,10,10,23,25,21,22,23,20,NA,"White, not of Hispanic or Latino(a) origin","F",47,50,2,67,"Y",47,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"Y","N","Y","A","College of Liberal Arts and Sciences","JRNL_MC",NA,NA,NA,13,NA,NA,24,28,21,25,21,18,NA,"Multi-Racial","F",NA,6,2,7,"Y",NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","JRNL_MC",NA,NA,NA,17,15,17,27,29,25,26,27,19,NA,"Asian","M",NA,NA,4,55,NA,NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","ENGL",NA,NA,NA,14,10,7,27,31,24,28,24,19,NA,"Multi-Racial","F",80,14,2,13,"Y",80,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS",NA,NA,NA,12,12,12,18,20,17,19,17,22,NA,"White, not of Hispanic or Latino(a) origin","F",NA,91,2,98,"Y",NA,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS","A","College of Liberal Arts and Sciences","PRE_MED",13,13,13,20,18,16,23,22,20,NA,"African American or Black","F",89,42,2,49,NA,89,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","N","Y","E","College of Engineering","BIOMED_ENGR",NA,NA,NA,14,14,14,31,33,35,29,27,20,NA,"White, not of Hispanic or Latino(a) origin","F",95,91,2,117,"Y",95,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"Y","Y","Y","N","College of Nursing","NURS_RN",NA,NA,NA,8,8,8,NA,NA,NA,NA,NA,29,NA,"White, not of Hispanic or Latino(a) origin","F",87,18,2,114,"Y",87,"N","(3,4]","(3,4]","[3,3]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","N","Y","R","University College","BAS",NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,57,NA,"White, not of Hispanic or Latino(a) origin","F",NA,27,1,87,"Y",NA,NA,"(2,3]","(2,3]","(3,5]","(0,1]",NA,"(1,2]","(2010,2011]"
"N","N","Y","A","College of Liberal Arts and Sciences","ACT_SCI","A","College of Liberal Arts and Sciences","STAT",12,12,12,NA,NA,NA,NA,NA,23,NA,"Nonresident Alien","M",NA,98,2,105,NA,NA,NA,"(3,4]","(3,4]","[3,3]","(0,1]","[1,1]","[1,1]","(2011,2012]"
"N","Y","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,13,13,13,26,28,27,23,25,20,NA,"White, not of Hispanic or Latino(a) origin","F",NA,24,2,53,"Y",NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","N","Y","B","Tippie College of Business","BUSN_DIR_ADM",NA,NA,NA,15,15,15,29,28,28,33,25,20,NA,"White, not of Hispanic or Latino(a) origin","M",90,44,2,49,"Y",90,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
